text,phonemes,soundex
"Forty fat farmers found a field of fine fresh fodder, Now, if forty fat farmers found a field of fine fresh fodder, where is the field of fine fresh fodder for those forty fat farmers found?","[['F', 'AO1', 'R', 'T', 'IY0'], ['F', 'AE1', 'T'], ['F', 'AA1', 'R', 'M', 'ER0', 'Z'], ['F', 'AW1', 'N', 'D'], ['AH0'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['F', 'AY1', 'N'], ['F', 'R', 'EH1', 'SH'], ['F', 'AA1', 'D', 'ER0'], ['N', 'AW1'], ['IH1', 'F'], ['F', 'AO1', 'R', 'T', 'IY0'], ['F', 'AE1', 'T'], ['F', 'AA1', 'R', 'M', 'ER0', 'Z'], ['F', 'AW1', 'N', 'D'], ['AH0'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['F', 'AY1', 'N'], ['F', 'R', 'EH1', 'SH'], ['F', 'AA1', 'D', 'ER0'], ['W', 'EH1', 'R'], ['IH1', 'Z'], ['DH', 'AH0'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['F', 'AY1', 'N'], ['F', 'R', 'EH1', 'SH'], ['F', 'AA1', 'D', 'ER0'], ['F', 'AO1', 'R'], ['DH', 'OW1', 'Z'], ['F', 'AO1', 'R', 'T', 'IY0'], ['F', 'AE1', 'T'], ['F', 'AA1', 'R', 'M', 'ER0', 'Z'], ['F', 'AW1', 'N', 'D']]","['F630', 'F300', 'F656', 'F530', 'A000', 'F430', 'O100', 'F500', 'F620', 'F360', 'N000', 'I100', 'F630', 'F300', 'F656', 'F530', 'A000', 'F430', 'O100', 'F500', 'F620', 'F360', 'W600', 'I200', 'T000', 'F430', 'O100', 'F500', 'F620', 'F360', 'F600', 'T200', 'F630', 'F300', 'F656', 'F530']"
Three free flow pipes.,"[['TH', 'R', 'IY1'], ['F', 'R', 'IY1'], ['F', 'L', 'OW1'], ['P', 'AY1', 'P', 'S']]","['T600', 'F600', 'F400', 'P120']"
Three fluffy feathers fell from Phoebe's feeble fan.,"[['TH', 'R', 'IY1'], ['F', 'L', 'AH1', 'F', 'IY0'], ['F', 'EH1', 'DH', 'ER0', 'Z'], ['F', 'EH1', 'L'], ['F', 'R', 'AH1', 'M'], ['F', 'IY1', 'B', 'IY0', 'Z'], ['F', 'IY1', 'B', 'AH0', 'L'], ['F', 'AE1', 'N']]","['T600', 'F410', 'F362', 'F400', 'F650', 'P120', 'F140', 'F500']"
Fancy Nancy didn't fancy doing fancy work. But Fancy Nancy's fancy aunty did fancy Fancy Nancy doing fancy work!,"[['F', 'AE1', 'N', 'S', 'IY0'], ['N', 'AE1', 'N', 'S', 'IY0'], ['D', 'IH1', 'D', 'AH0', 'N', 'T'], ['F', 'AE1', 'N', 'S', 'IY0'], ['D', 'UW1', 'IH0', 'NG'], ['F', 'AE1', 'N', 'S', 'IY0'], ['W', 'ER1', 'K'], ['B', 'AH1', 'T'], ['F', 'AE1', 'N', 'S', 'IY0'], ['N', 'AE1', 'N', 'S', 'IY0', 'Z'], ['F', 'AE1', 'N', 'S', 'IY0'], ['AO1', 'N', 'T', 'IY0'], ['D', 'IH1', 'D'], ['F', 'AE1', 'N', 'S', 'IY0'], ['F', 'AE1', 'N', 'S', 'IY0'], ['N', 'AE1', 'N', 'S', 'IY0'], ['D', 'UW1', 'IH0', 'NG'], ['F', 'AE1', 'N', 'S', 'IY0'], ['W', 'ER1', 'K']]","['F520', 'N520', 'D353', 'F520', 'D520', 'F520', 'W620', 'B300', 'F520', 'N522', 'F520', 'A530', 'D300', 'F520', 'F520', 'N520', 'D520', 'F520', 'W620']"
Four fat dogs frying fritters and fiddling ferociously.,"[['F', 'AO1', 'R'], ['F', 'AE1', 'T'], ['D', 'AA1', 'G', 'Z'], ['F', 'R', 'AY1', 'IH0', 'NG'], ['F', 'R', 'IH1', 'T', 'ER0', 'Z'], ['AH0', 'N', 'D'], ['F', 'IH1', 'D', 'L', 'IH0', 'NG'], ['F', 'ER0', 'OW1', 'SH', 'IH0', 'S', 'L', 'IY0']]","['F600', 'F300', 'D200', 'F652', 'F636', 'A530', 'F345', 'F622']"
A fine field of wheat. A field of fine wheat.,"[['AH0'], ['F', 'AY1', 'N'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['W', 'IY1', 'T'], ['AH0'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['F', 'AY1', 'N'], ['W', 'IY1', 'T']]","['A000', 'F500', 'F430', 'O100', 'W300', 'A000', 'F430', 'O100', 'F500', 'W300']"
Frightened fluffy owls flying foolishly through the farmyard.,"[['F', 'R', 'AY1', 'T', 'AH0', 'N', 'D'], ['F', 'L', 'AH1', 'F', 'IY0'], ['AW1', 'L', 'Z'], ['F', 'L', 'AY1', 'IH0', 'NG'], ['F', 'UW1', 'L', 'IH0', 'SH', 'L', 'IY0'], ['TH', 'R', 'UW1'], ['DH', 'AH0'], ['F', 'AA1', 'R', 'M', 'Y', 'AA2', 'R', 'D']]","['F623', 'F410', 'O420', 'F452', 'F424', 'T620', 'T000', 'F656']"
Francis fries fish fillets for Frederick. Frederick fillets four fresh fish for Francis's fried fillets.,"[['F', 'R', 'AE1', 'N', 'S', 'AH0', 'S'], ['F', 'R', 'AY1', 'Z'], ['F', 'IH1', 'SH'], ['F', 'IH1', 'L', 'IH0', 'T', 'S'], ['F', 'AO1', 'R'], ['F', 'R', 'EH1', 'D', 'R', 'IH0', 'K'], ['F', 'R', 'EH1', 'D', 'R', 'IH0', 'K'], ['F', 'IH1', 'L', 'IH0', 'T', 'S'], ['F', 'AO1', 'R'], ['F', 'R', 'EH1', 'SH'], ['F', 'IH1', 'SH'], ['F', 'AO1', 'R'], ['F', 'R', 'AE1', 'N', 'S', 'IH0', 'S'], ['F', 'R', 'AY1', 'D'], ['F', 'IH1', 'L', 'IH0', 'T', 'S']]","['F652', 'F620', 'F200', 'F432', 'F600', 'F636', 'F636', 'F432', 'F600', 'F620', 'F200', 'F600', 'F652', 'F630', 'F432']"
"Five flashy flappers flitting forth fleetly, found four flightly flappers flirting flippantly.","[['F', 'AY1', 'V'], ['F', 'L', 'AE1', 'SH', 'IY0'], ['F', 'L', 'AE1', 'P', 'ER0', 'Z'], ['F', 'L', 'IH1', 'T', 'IH0', 'NG'], ['F', 'AO1', 'R', 'TH'], ['F', 'L', 'IY1', 'T', 'L', 'IY0'], ['F', 'AW1', 'N', 'D'], ['F', 'AO1', 'R'], ['F', 'L', 'AY1', 'T', 'L', 'IY0'], ['F', 'L', 'AE1', 'P', 'ER0', 'Z'], ['F', 'L', 'ER1', 'T', 'IH0', 'NG'], ['F', 'L', 'IH1', 'P', 'AH0', 'N', 'T', 'L', 'IY0']]","['F100', 'F420', 'F416', 'F435', 'F630', 'F434', 'F530', 'F600', 'F423', 'F416', 'F463', 'F415']"
"A fly flew past Flo's flat, and a fly flew past fat Flo. Is the fly that flew past Flo the same fly that flew past fat Flo's flat?","[['AH0'], ['F', 'L', 'AY1'], ['F', 'L', 'UW1'], ['P', 'AE1', 'S', 'T'], ['F', 'L', 'AA1', 'S'], ['F', 'L', 'AE1', 'T'], ['AH0', 'N', 'D'], ['AH0'], ['F', 'L', 'AY1'], ['F', 'L', 'UW1'], ['P', 'AE1', 'S', 'T'], ['F', 'AE1', 'T'], ['F', 'L', 'OW1'], ['IH1', 'Z'], ['DH', 'AH0'], ['F', 'L', 'AY1'], ['DH', 'AE1', 'T'], ['F', 'L', 'UW1'], ['P', 'AE1', 'S', 'T'], ['F', 'L', 'OW1'], ['DH', 'AH0'], ['S', 'EY1', 'M'], ['F', 'L', 'AY1'], ['DH', 'AE1', 'T'], ['F', 'L', 'UW1'], ['P', 'AE1', 'S', 'T'], ['F', 'AE1', 'T'], ['F', 'L', 'AA1', 'S'], ['F', 'L', 'AE1', 'T']]","['A000', 'F400', 'F400', 'P230', 'F420', 'F430', 'A530', 'A000', 'F400', 'F400', 'P230', 'F300', 'F400', 'I200', 'T000', 'F400', 'T300', 'F400', 'P230', 'F400', 'T000', 'S500', 'F400', 'T300', 'F400', 'P230', 'F300', 'F420', 'F430']"
Ted threw Fred three free throws.,"[['T', 'EH1', 'D'], ['TH', 'R', 'UW1'], ['F', 'R', 'EH1', 'D'], ['TH', 'R', 'IY1'], ['F', 'R', 'IY1'], ['TH', 'R', 'OW1', 'Z']]","['T300', 'T600', 'F630', 'T600', 'F600', 'T620']"
The first fast master passed faster than the last just pastor.,"[['DH', 'AH0'], ['F', 'ER1', 'S', 'T'], ['F', 'AE1', 'S', 'T'], ['M', 'AE1', 'S', 'T', 'ER0'], ['P', 'AE1', 'S', 'T'], ['F', 'AE1', 'S', 'T', 'ER0'], ['DH', 'AE1', 'N'], ['DH', 'AH0'], ['L', 'AE1', 'S', 'T'], ['JH', 'AH1', 'S', 'T'], ['P', 'AE1', 'S', 'T', 'ER0']]","['T000', 'F623', 'F230', 'M236', 'P230', 'F236', 'T500', 'T000', 'L230', 'J230', 'P236']"
"There was an old lady called Farr, who took the three o'three for Forfar. She said ""I believe it's sure to leave before the four o'four for Forfar!""","[['DH', 'EH1', 'R'], ['W', 'AA1', 'Z'], ['AE1', 'N'], ['OW1', 'L', 'D'], ['L', 'EY1', 'D', 'IY0'], ['K', 'AO1', 'L', 'D'], ['F', 'AA1', 'R'], ['HH', 'UW1'], ['T', 'UH1', 'K'], ['DH', 'AH0'], ['TH', 'R', 'IY1'], ['AH0', 'TH', 'R', 'IY1'], ['F', 'AO1', 'R'], ['F', 'AO1', 'R', 'F', 'AA0', 'R'], ['SH', 'IY1'], ['S', 'EH1', 'D'], ['AY1'], ['B', 'IH0', 'L', 'IY1', 'V'], ['IH1', 'T', 'S'], ['SH', 'UH1', 'R'], ['T', 'UW1'], ['L', 'IY1', 'V'], ['B', 'IH0', 'F', 'AO1', 'R'], ['DH', 'AH0'], ['F', 'AO1', 'R'], ['OW0', 'F', 'AO1', 'R'], ['F', 'AO1', 'R'], ['F', 'AO1', 'R', 'F', 'AA0', 'R']]","['T600', 'W200', 'A500', 'O430', 'L300', 'C430', 'F600', 'W000', 'T200', 'T000', 'T600', 'O360', 'F600', 'F616', 'S000', 'S300', 'I000', 'B410', 'I320', 'S600', 'T000', 'L100', 'B160', 'T000', 'F600', 'O160', 'F600', 'F616']"
"Threadbare Fred feeds on fried fresh fish, fish fried fresh, fresh fried fish, fresh fish fried and fish fresh fried, does threadbare Fred.","[['TH', 'R', 'EH1', 'D', 'B', 'EH2', 'R'], ['F', 'R', 'EH1', 'D'], ['F', 'IY1', 'D', 'Z'], ['AA1', 'N'], ['F', 'R', 'AY1', 'D'], ['F', 'R', 'EH1', 'SH'], ['F', 'IH1', 'SH'], ['F', 'IH1', 'SH'], ['F', 'R', 'AY1', 'D'], ['F', 'R', 'EH1', 'SH'], ['F', 'R', 'EH1', 'SH'], ['F', 'R', 'AY1', 'D'], ['F', 'IH1', 'SH'], ['F', 'R', 'EH1', 'SH'], ['F', 'IH1', 'SH'], ['F', 'R', 'AY1', 'D'], ['AH0', 'N', 'D'], ['F', 'IH1', 'SH'], ['F', 'R', 'EH1', 'SH'], ['F', 'R', 'AY1', 'D'], ['D', 'AH1', 'Z'], ['TH', 'R', 'EH1', 'D', 'B', 'EH2', 'R'], ['F', 'R', 'EH1', 'D']]","['T631', 'F630', 'F320', 'O500', 'F630', 'F620', 'F200', 'F200', 'F630', 'F620', 'F620', 'F630', 'F200', 'F620', 'F200', 'F630', 'A530', 'F200', 'F620', 'F630', 'D200', 'T631', 'F630']"
Four famous fishermen found four flounders - flippers flapping furiously! Faithfully following four floppy female flat-fish.,"[['F', 'AO1', 'R'], ['F', 'EY1', 'M', 'AH0', 'S'], ['F', 'IH1', 'SH', 'ER0', 'M', 'IH0', 'N'], ['F', 'AW1', 'N', 'D'], ['F', 'AO1', 'R'], ['F', 'L', 'AW1', 'N', 'D', 'ER0', 'Z'], [], ['F', 'L', 'IH1', 'P', 'ER0', 'Z'], ['F', 'L', 'AE1', 'P', 'IH0', 'NG'], ['F', 'Y', 'UH1', 'R', 'IY0', 'AH0', 'S', 'L', 'IY0'], ['F', 'EY1', 'TH', 'F', 'AH0', 'L', 'IY0'], ['F', 'AA1', 'L', 'OW0', 'IH0', 'NG'], ['F', 'AO1', 'R'], ['F', 'L', 'AA1', 'P', 'IY0'], ['F', 'IY1', 'M', 'EY2', 'L'], ['F', 'L', 'AE1', 'T', 'F', 'IH2', 'SH']]","['F600', 'F520', 'F265', 'F530', 'F600', 'F453', 'F416', 'F415', 'F624', 'F314', 'F452', 'F600', 'F410', 'F540', 'F431']"
Freckled-faced Florence.,"[['F', 'R', 'EH1', 'K', 'AH0', 'L', 'F', 'AH0', 'D', 'S', 'T'], ['F', 'L', 'AO1', 'R', 'AH0', 'N', 'S']]","['F624', 'F465']"
"Fancy Fanny Franks feeling funny about Fred Ferraby's fishing flies, for Fred Ferraby fished flied to catch frisky fishes.","[['F', 'AE1', 'N', 'S', 'IY0'], ['F', 'AE1', 'N', 'IY0'], ['F', 'R', 'AE1', 'NG', 'K', 'S'], ['F', 'IY1', 'L', 'IH0', 'NG'], ['F', 'AH1', 'N', 'IY0'], ['AH0', 'B', 'AW1', 'T'], ['F', 'R', 'EH1', 'D'], ['F', 'EH1', 'R', 'AH0', 'B', 'IY0', 'Z'], ['F', 'IH1', 'SH', 'IH0', 'NG'], ['F', 'L', 'AY1', 'Z'], ['F', 'AO1', 'R'], ['F', 'R', 'EH1', 'D'], ['F', 'EH1', 'R', 'B', 'IY0'], ['F', 'IH1', 'SH', 'T'], ['F', 'L', 'AY1', 'D'], ['T', 'UW1'], ['K', 'AE1', 'CH'], ['F', 'R', 'IH1', 'S', 'K', 'IY0'], ['F', 'IH1', 'SH', 'AH0', 'Z']]","['F520', 'F500', 'F652', 'F452', 'F500', 'A130', 'F630', 'F612', 'F252', 'F420', 'F600', 'F630', 'F610', 'F230', 'F430', 'T000', 'C320', 'F620', 'F220']"
Gertrude Gray gazed at the gray goose gaily.,"[['G', 'ER1', 'T', 'R', 'UW0', 'D'], ['G', 'R', 'EY1'], ['G', 'EY1', 'Z', 'D'], ['AE1', 'T'], ['DH', 'AH0'], ['G', 'R', 'EY1'], ['G', 'UW1', 'S'], ['G', 'EY1', 'L', 'IY0']]","['G636', 'G600', 'G230', 'A300', 'T000', 'G600', 'G200', 'G400']"
Green greengages grow in green greengage trees.,"[['G', 'R', 'IY1', 'N'], ['G', 'R', 'IY1', 'N', 'JH', 'IH0', 'G', 'Z'], ['G', 'R', 'OW1'], ['IH0', 'N'], ['G', 'R', 'IY1', 'N'], ['G', 'R', 'IY1', 'NG', 'G', 'AE2', 'F'], ['T', 'R', 'IY1', 'Z']]","['G650', 'G652', 'G600', 'I500', 'G650', 'G652', 'T620']"
"""Goodbye, Gertie,"" gushed Gussie. ""Goodbye Gussie,"" gushed Gertie.","[['G', 'UH2', 'D', 'B', 'AY1'], ['JH', 'ER1', 'T', 'IY0'], ['G', 'AH1', 'SH', 'T'], ['G', 'AH1', 'S', 'IY0'], ['G', 'UH2', 'D', 'B', 'AY1'], ['G', 'AH1', 'S', 'IY0'], ['G', 'AH1', 'SH', 'T'], ['JH', 'ER1', 'T', 'IY0']]","['G310', 'G630', 'G230', 'G200', 'G310', 'G200', 'G230', 'G630']"
Out great-grand-gran is a greater great-grand-gran than your great-grand-gran is.,"[['AW1', 'T'], ['G', 'R', 'EY1', 'T', 'G', 'R', 'AE2', 'G', 'N', 'T', 'R', 'AH0', 'N'], ['IH1', 'Z'], ['AH0'], ['G', 'R', 'EY1', 'T', 'ER0'], ['G', 'R', 'EY1', 'T', 'G', 'R', 'AE2', 'G', 'N', 'T', 'R', 'AH0', 'N'], ['DH', 'AE1', 'N'], ['Y', 'AO1', 'R'], ['G', 'R', 'EY1', 'T', 'G', 'R', 'AE2', 'G', 'N', 'T', 'R', 'AH0', 'N'], ['IH1', 'Z']]","['O300', 'G632', 'I200', 'A000', 'G636', 'G632', 'T500', 'Y600', 'G632', 'I200']"
Gay Gladys glanced bravely at grave Greta and glided glitteringly past guilty Grace at the glorious garden gala.,"[['G', 'EY1'], ['G', 'L', 'AE1', 'D', 'IH0', 'S'], ['G', 'L', 'AE1', 'N', 'S', 'T'], ['B', 'R', 'EY1', 'V', 'L', 'IY0'], ['AE1', 'T'], ['G', 'R', 'EY1', 'V'], ['G', 'R', 'IY1', 'T', 'AH0'], ['AH0', 'N', 'D'], ['G', 'L', 'AY1', 'D', 'IH0', 'D'], ['G', 'L', 'IH1', 'T', 'ER0', 'IH0', 'NG', 'L', 'IY0'], ['P', 'AE1', 'S', 'T'], ['G', 'IH1', 'L', 'T', 'IY0'], ['G', 'R', 'EY1', 'S'], ['AE1', 'T'], ['DH', 'AH0'], ['G', 'L', 'AO1', 'R', 'IY0', 'AH0', 'S'], ['G', 'AA1', 'R', 'D', 'AH0', 'N'], ['G', 'AE1', 'L', 'AH0']]","['G000', 'G432', 'G452', 'B614', 'A300', 'G610', 'G630', 'A530', 'G433', 'G436', 'P230', 'G430', 'G620', 'A300', 'T000', 'G462', 'G635', 'G400']"
"Groovy gravy, baby!","[['G', 'R', 'UW1', 'V', 'IY0'], ['G', 'R', 'EY1', 'V', 'IY0'], ['B', 'EY1', 'B', 'IY0']]","['G610', 'G610', 'B100']"
"George Gabs grabs crabs. Crabs George Gabs grabs. If George Gabs grabs crabs, where are the crabs George Gabs grabs?","[['JH', 'AO1', 'R', 'JH'], ['G', 'AE1', 'B', 'Z'], ['G', 'R', 'AE1', 'B', 'Z'], ['K', 'R', 'AE1', 'B', 'Z'], ['K', 'R', 'AE1', 'B', 'Z'], ['JH', 'AO1', 'R', 'JH'], ['G', 'AE1', 'B', 'Z'], ['G', 'R', 'AE1', 'B', 'Z'], ['IH1', 'F'], ['JH', 'AO1', 'R', 'JH'], ['G', 'AE1', 'B', 'Z'], ['G', 'R', 'AE1', 'B', 'Z'], ['K', 'R', 'AE1', 'B', 'Z'], ['W', 'EH1', 'R'], ['AA1', 'R'], ['DH', 'AH0'], ['K', 'R', 'AE1', 'B', 'Z'], ['JH', 'AO1', 'R', 'JH'], ['G', 'AE1', 'B', 'Z'], ['G', 'R', 'AE1', 'B', 'Z']]","['G620', 'G120', 'G612', 'C612', 'C612', 'G620', 'G120', 'G612', 'I100', 'G620', 'G120', 'G612', 'C612', 'W600', 'A600', 'T000', 'C612', 'G620', 'G120', 'G612']"
"Godo, better, best. Never let it rest, till your good is better, and your better best.","[['G', 'OW1', 'D', 'OW0'], ['B', 'EH1', 'T', 'ER0'], ['B', 'EH1', 'S', 'T'], ['N', 'EH1', 'V', 'ER0'], ['L', 'EH1', 'T'], ['IH1', 'T'], ['R', 'EH1', 'S', 'T'], ['T', 'IH1', 'L'], ['Y', 'AO1', 'R'], ['G', 'UH1', 'D'], ['IH1', 'Z'], ['B', 'EH1', 'T', 'ER0'], ['AH0', 'N', 'D'], ['Y', 'AO1', 'R'], ['B', 'EH1', 'T', 'ER0'], ['B', 'EH1', 'S', 'T']]","['G300', 'B360', 'B230', 'N160', 'L300', 'I300', 'R230', 'T400', 'Y600', 'G300', 'I200', 'B360', 'A530', 'Y600', 'B360', 'B230']"
Cows graze in droves on grass which grows in grooves on groves.,"[['K', 'AW1', 'Z'], ['G', 'R', 'EY1', 'Z'], ['IH0', 'N'], ['D', 'R', 'OW1', 'V', 'Z'], ['AA1', 'N'], ['G', 'R', 'AE1', 'S'], ['W', 'IH1', 'CH'], ['G', 'R', 'OW1', 'Z'], ['IH0', 'N'], ['G', 'R', 'UW1', 'V', 'Z'], ['AA1', 'N'], ['G', 'R', 'OW1', 'V', 'Z']]","['C200', 'G620', 'I500', 'D612', 'O500', 'G620', 'W200', 'G620', 'I500', 'G612', 'O500', 'G612']"
Grace's grey-green gloves glided gracefully to the ground.,"[['G', 'R', 'EY1', 'S', 'IH0', 'Z'], ['G', 'R', 'EY1', 'G', 'R', 'IY2', 'N'], ['G', 'L', 'AH1', 'V', 'Z'], ['G', 'L', 'AY1', 'D', 'IH0', 'D'], ['G', 'R', 'EY1', 'S', 'F', 'AH0', 'L', 'IY0'], ['T', 'UW1'], ['DH', 'AH0'], ['G', 'R', 'AW1', 'N', 'D']]","['G622', 'G626', 'G412', 'G433', 'G621', 'T000', 'T000', 'G653']"
The cruel ghoul's cool gruel.,"[['DH', 'AH0'], ['K', 'R', 'UW1', 'AH0', 'L'], ['G', 'UW1', 'L', 'Z'], ['K', 'UW1', 'L'], ['G', 'R', 'UW1', 'IH0', 'L']]","['T000', 'C640', 'G420', 'C400', 'G640']"
Gaily gathered the gleaners the glossy golden grain and garnered it gladly in Granny's great granary in Godfrey's green glassy glen.,"[['G', 'EY1', 'L', 'IY0'], ['G', 'AE1', 'DH', 'ER0', 'D'], ['DH', 'AH0'], ['G', 'L', 'IY1', 'N', 'ER0', 'Z'], ['DH', 'AH0'], ['G', 'L', 'AO1', 'S', 'IY0'], ['G', 'OW1', 'L', 'D', 'AH0', 'N'], ['G', 'R', 'EY1', 'N'], ['AH0', 'N', 'D'], ['G', 'AA1', 'R', 'N', 'ER0', 'D'], ['IH1', 'T'], ['G', 'L', 'AE1', 'D', 'L', 'IY0'], ['IH0', 'N'], ['G', 'R', 'AE1', 'N', 'IY0', 'Z'], ['G', 'R', 'EY1', 'T'], ['G', 'R', 'AE1', 'N', 'ER0', 'IY0'], ['IH0', 'N'], ['G', 'AA1', 'D', 'F', 'R', 'IY0', 'Z'], ['G', 'R', 'IY1', 'N'], ['G', 'L', 'AE1', 'S', 'IY0'], ['G', 'L', 'EH1', 'N']]","['G400', 'G363', 'T000', 'G456', 'T000', 'G420', 'G435', 'G650', 'A530', 'G656', 'I300', 'G434', 'I500', 'G652', 'G630', 'G656', 'I500', 'G316', 'G650', 'G420', 'G450']"
"""Good morning, Madam,"" to Eve, said Adam. ""Good Morning, Sir,"", to him, said Madam.","[['G', 'UH1', 'D'], ['M', 'AO1', 'R', 'N', 'IH0', 'NG'], ['M', 'AE1', 'D', 'AH0', 'M'], ['T', 'UW1'], ['IY1', 'V'], ['S', 'EH1', 'D'], ['AE1', 'D', 'AH0', 'M'], ['G', 'UH1', 'D'], ['M', 'AO1', 'R', 'N', 'IH0', 'NG'], ['S', 'ER1'], ['T', 'UW1'], ['HH', 'IH1', 'M'], ['S', 'EH1', 'D'], ['M', 'AE1', 'D', 'AH0', 'M']]","['G300', 'M655', 'M350', 'T000', 'E100', 'S300', 'A350', 'G300', 'M655', 'S600', 'T000', 'H500', 'S300', 'M350']"
A Glasgow glazier's gloriously gleaming green glass gas-globes.,"[['AH0'], ['G', 'L', 'AE1', 'S', 'K', 'OW2'], ['G', 'L', 'EY1', 'Z', 'IY0', 'ER0', 'Z'], ['G', 'L', 'AO1', 'R', 'IY0', 'AH0', 'S', 'L', 'IY0'], ['G', 'L', 'IY1', 'M', 'IH0', 'NG'], ['G', 'R', 'IY1', 'N'], ['G', 'L', 'AE1', 'S'], ['G', 'AE1', 'S', 'L', 'OW0', 'B', 'Z']]","['A000', 'G420', 'G426', 'G462', 'G455', 'G650', 'G420', 'G241']"
The gum glue grew glum.,"[['DH', 'AH0'], ['G', 'AH1', 'M'], ['G', 'L', 'UW1'], ['G', 'R', 'UW1'], ['G', 'L', 'AH1', 'M']]","['T000', 'G500', 'G400', 'G600', 'G450']"
Three grey geese crept into Clitheroe Castle. Out of Clitheroe Castle crept three grey geese.,"[['TH', 'R', 'IY1'], ['G', 'R', 'EY1'], ['G', 'IY1', 'S'], ['K', 'R', 'EH1', 'P', 'T'], ['IH0', 'N', 'T', 'UW1'], ['K', 'L', 'IH1', 'TH', 'ER0', 'OW2'], ['K', 'AE1', 'S', 'AH0', 'L'], ['AW1', 'T'], ['AH1', 'V'], ['K', 'L', 'IH1', 'TH', 'ER0', 'OW2'], ['K', 'AE1', 'S', 'AH0', 'L'], ['K', 'R', 'EH1', 'P', 'T'], ['TH', 'R', 'IY1'], ['G', 'R', 'EY1'], ['G', 'IY1', 'S']]","['T600', 'G600', 'G200', 'C613', 'I530', 'C436', 'C234', 'O300', 'O100', 'C436', 'C234', 'C613', 'T600', 'G600', 'G200']"
The glow-worm's gleam glitters in glade and glen.,"[['DH', 'AH0'], ['G', 'L', 'AW1', 'W', 'ER0', 'M', 'Z'], ['G', 'L', 'IY1', 'M'], ['G', 'L', 'IH1', 'T', 'ER0', 'Z'], ['IH0', 'N'], ['G', 'L', 'EY1', 'D'], ['AH0', 'N', 'D'], ['G', 'L', 'EH1', 'N']]","['T000', 'G465', 'G450', 'G436', 'I500', 'G430', 'A530', 'G450']"
The grave gamesman groused when the greyhound growled.,"[['DH', 'AH0'], ['G', 'R', 'EY1', 'V'], ['G', 'EY1', 'M', 'Z', 'M', 'AE2', 'N'], ['G', 'R', 'AW1', 'S', 'T'], ['W', 'EH1', 'N'], ['DH', 'AH0'], ['G', 'R', 'EY1', 'HH', 'AW2', 'N', 'D'], ['G', 'R', 'AW1', 'L', 'D']]","['T000', 'G610', 'G525', 'G623', 'W500', 'T000', 'G653', 'G643']"
He generally reads regularly in a government library particularly rich in Coptic manuscripts except during the month of February.,"[['HH', 'IY1'], ['JH', 'EH1', 'N', 'ER0', 'AH0', 'L', 'IY0'], ['R', 'IY1', 'D', 'Z'], ['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'ER0', 'L', 'IY0'], ['IH0', 'N'], ['AH0'], ['G', 'AH1', 'V', 'ER0', 'M', 'AH0', 'N', 'T'], ['L', 'AY1', 'B', 'R', 'EH2', 'R', 'IY0'], ['P', 'AA2', 'R', 'T', 'IH1', 'K', 'Y', 'AH0', 'L', 'ER0', 'L', 'IY0'], ['R', 'IH1', 'CH'], ['IH0', 'N'], ['K', 'AA1', 'P', 'T', 'IH0', 'K'], ['M', 'AE1', 'N', 'Y', 'AH0', 'S', 'K', 'R', 'IH2', 'P', 'T', 'S'], ['IH0', 'K', 'S', 'EH1', 'P', 'T'], ['D', 'UH1', 'R', 'IH0', 'NG'], ['DH', 'AH0'], ['M', 'AH1', 'N', 'TH'], ['AH1', 'V'], ['F', 'EH1', 'B', 'Y', 'AH0', 'W', 'EH2', 'R', 'IY0']]","['H000', 'G564', 'R320', 'R246', 'I500', 'A000', 'G165', 'L166', 'P632', 'R200', 'I500', 'C132', 'M526', 'E213', 'D652', 'T000', 'M530', 'O100', 'F166']"
A glowing gleam glowing green.,"[['AH0'], ['G', 'L', 'OW1', 'IH0', 'NG'], ['G', 'L', 'IY1', 'M'], ['G', 'L', 'OW1', 'IH0', 'NG'], ['G', 'R', 'IY1', 'N']]","['A000', 'G452', 'G450', 'G452', 'G650']"
Granny's grey goose greedily gobbled golden grain in Graham's gabled granary.,"[['G', 'R', 'AE1', 'N', 'IY0', 'Z'], ['G', 'R', 'EY1'], ['G', 'UW1', 'S'], ['G', 'R', 'IY1', 'D', 'AH0', 'L', 'IY0'], ['G', 'AA1', 'B', 'AH0', 'L', 'D'], ['G', 'OW1', 'L', 'D', 'AH0', 'N'], ['G', 'R', 'EY1', 'N'], ['IH0', 'N'], ['G', 'R', 'AE1', 'M', 'Z'], ['G', 'EY1', 'B', 'AH0', 'L', 'D'], ['G', 'R', 'AE1', 'N', 'ER0', 'IY0']]","['G652', 'G600', 'G200', 'G634', 'G143', 'G435', 'G650', 'I500', 'G652', 'G143', 'G656']"
Gregory Grimes groaned with a grim grimace.,"[['G', 'R', 'EH1', 'G', 'ER0', 'IY0'], ['G', 'R', 'AY1', 'M', 'Z'], ['G', 'R', 'OW1', 'N', 'D'], ['W', 'IH1', 'DH'], ['AH0'], ['G', 'R', 'IH1', 'M'], ['G', 'R', 'IH1', 'M', 'AH0', 'S']]","['G626', 'G652', 'G653', 'W300', 'A000', 'G650', 'G652']"
